,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2019/9/5,52.70523453,1840.719971,190.8999939,1211.380005,293.25,53.31999969,1840.719971,190.8999939,1211.380005,293.25,53.49250031,1842,191.3600006,1213.040039,293.9700012,52.87749863,1815.579956,187.9400024,1191.530029,282.7900085,53,1821.949951,188.5299988,1191.530029,285.3200073,95654800,3310800,13876700,1408100,8966800
2019/9/6,52.70028687,1833.51001,187.4900055,1204.930054,290.1700134,53.31499863,1833.51001,187.4900055,1204.930054,290.1700134,53.60499954,1840.650024,190.2100067,1212.015015,293.3500061,53.12749863,1826.400024,186.3500061,1202.521973,287.0299988,53.51250076,1838.219971,190.2100067,1208.130005,293.3500061,77449200,2496900,15226800,1072100,5166600
2019/9/9,52.9251709,1831.349976,188.7599945,1204.410034,294.3399963,53.54249954,1831.349976,188.7599945,1204.410034,294.3399963,54.11000061,1850,188.9799957,1220,301.5499878,52.76750183,1824.609985,185.8500061,1192.619995,290.6000061,53.70999908,1841,187.7299957,1204,294.8099976,109237600,2999500,14722400,1471900,8232700
2019/9/10,53.55037308,1820.550049,186.1699982,1206,287.9899902,54.17499924,1820.550049,186.1699982,1206,287.9899902,54.19499969,1825.810059,188.1000061,1210,297.1700134,52.92750168,1805.339966,184.5500031,1194.579956,282.6600037,53.46500015,1822.75,187.4400024,1195.150024,291.1600037,127111600,2613900,15455900,1260100,12320200
2019/9/11,55.25301743,1822.98999,188.4900055,1220.170044,288.269989,55.89749908,1822.98999,188.4900055,1220.170044,288.269989,55.92750168,1833.420044,189.4400024,1222.599976,292.6499939,54.43249893,1809.079956,186.0800018,1202.199951,284.6099854,54.51750183,1812.140015,186.4600067,1203.410034,285.7000122,177158400,2432800,11761700,1307000,7405900
2019/9/12,55.12945938,1843.550049,187.4700012,1234.25,288.8599854,55.77249908,1843.550049,187.4700012,1234.25,288.8599854,56.60499954,1853.660034,190.9299927,1241.859985,292.730011,55.71500015,1834.280029,187.2299957,1223.02002,286.6000061,56.20000076,1837.630005,189.8600006,1224.300049,288.1000061,128906800,2823500,11419800,1725900,5010900
2019/9/13,54.05696487,1839.339966,187.1900024,1239.560059,294.1499939,54.6875,1839.339966,187.1900024,1239.560059,294.1499939,55.19749832,1846.119995,187.9700012,1240.880005,296.6199951,54.25500107,1835.170044,186.5399933,1227.01001,290.0400085,55,1842.01001,187.3300018,1231.349976,290.6099854,159053200,1971300,11441100,1301400,6583100
2019/9/16,54.34115219,1807.839966,186.2200012,1231.300049,294.2900085,54.97499847,1807.839966,186.2200012,1231.300049,294.2900085,55.03250122,1825.689941,187.7899933,1239.560059,297.4299927,54.38999939,1800.199951,185.7700043,1225.609985,289.7799988,54.43249893,1824.02002,186.9299927,1229.52002,294.230011,84632400,3675500,8444800,1053300,5307400
2019/9/17,54.53884506,1822.550049,188.0800018,1229.150024,298.6000061,55.17499924,1822.550049,188.0800018,1229.150024,298.6000061,55.20500183,1823.98999,188.3200073,1235,299.1499939,54.77999878,1804.099976,185.5399933,1223.689941,291.7900085,54.99000168,1807.079956,186.6600037,1230.400024,294.5,73274800,1982400,9671100,955100,4777100
2019/9/18,55.05038452,1817.459961,188.1399994,1232.410034,291.5599976,55.69250107,1817.459961,188.1399994,1232.410034,291.5599976,55.71250153,1822.060059,189.0800018,1235.609985,296.0499878,54.86000061,1795.5,186.0099945,1216.530029,287.4500122,55.26499939,1817.040039,188.0899963,1227.51001,294.9899902,101360000,2505600,9681900,1135100,7811100
2019/9/19,54.60310364,1821.5,190.1399994,1238.709961,286.6000061,55.24000168,1821.5,190.1399994,1238.709961,286.6000061,55.93999863,1832.569946,191.1000061,1244.439941,293.8099976,55.09249878,1817.900024,188.1499939,1232.02002,283.3999939,55.50249863,1821.02002,188.6600037,1232.060059,291.5599976,88242400,2031500,10392700,996000,8461300
2019/9/20,53.80490112,1794.160034,189.9299927,1229.930054,270.75,54.43249893,1794.160034,189.9299927,1229.930054,270.75,55.63999939,1830.630005,193.1000061,1243.319946,282.5,54.36750031,1780.920044,188.1199951,1223.079956,266,55.34500122,1821.709961,190.6600037,1233.119995,280.2600098,221652400,5341900,19934200,2270000,23832800
2019/9/23,54.04955673,1785.300049,186.8200073,1234.030029,265.9200134,54.68000031,1785.300049,186.8200073,1234.030029,265.9200134,54.95999908,1792.699951,190.1000061,1239.089966,273.3900146,54.41249847,1767.319946,185.2100067,1224.170044,261.8900146,54.73749924,1777,189.3399963,1226,268.3500061,76662000,2922300,13327600,1062400,13478600
2019/9/24,53.79254913,1741.609985,181.2799988,1218.76001,254.5899963,54.41999817,1741.609985,181.2799988,1218.76001,254.5899963,55.62250137,1795.709961,188.0399933,1246.73999,265,54.29750061,1735.550049,180.3899994,1210.680054,252.2799988,55.25749969,1790.609985,187.9799957,1240,262.5,124763200,4616000,18546600,1583200,16338200
2019/9/25,54.62039566,1768.329956,182.8000031,1246.52002,264.75,55.25749969,1768.329956,182.8000031,1246.52002,264.75,55.375,1773,183.4199982,1248.300049,266.6000061,54.28499985,1723,177.8699951,1210.089966,253.6999969,54.63750076,1747.359985,181.4499969,1215.819946,255.7100067,87613600,3493200,18068300,1453000,11643800
2019/9/26,54.33868408,1739.839966,180.1100006,1241.390015,263.3099976,54.97249985,1739.839966,180.1100006,1241.390015,263.3099976,55.23500061,1763.369995,181.3999939,1245,268.0499878,54.70750046,1731.5,177.6699982,1232.267944,260.2000122,55,1762.790039,181.3300018,1241.959961,266.4200134,75334000,3536800,16083300,1538000,7684000
2019/9/27,54.07426834,1725.449951,177.1000061,1225.089966,263.0799866,54.70500183,1725.449951,177.1000061,1225.089966,263.0799866,55.24000168,1749.119995,180.7599945,1244.02002,267.4400024,54.31999969,1713.819946,175.6600037,1214.449951,260.3900146,55.13499832,1748,180.4900055,1243.01001,266.1799927,101408000,3907200,14656200,1353900,7328300
2019/9/30,55.34692001,1735.910034,178.0800018,1219,267.6199951,55.99250031,1735.910034,178.0800018,1219,267.6199951,56.14500046,1737.459961,178.6699982,1226,268.8800049,55.19749832,1709.219971,176.8500061,1212.300049,262.7799988,55.22499847,1726.98999,177.8699951,1220.969971,264,103909600,2644700,10740000,1404100,6727200
2019/10/1,55.50013351,1735.650024,175.8099976,1205.099976,269.5799866,56.14749908,1735.650024,175.8099976,1205.099976,269.5799866,57.05500031,1755.599976,179.8399963,1231.22998,272.2000122,56.04999924,1728.410034,174.8800049,1203.579956,264.0299988,56.26750183,1746,179.1499939,1219,267.3500061,139223200,3084500,17073000,1273500,8650300
2019/10/2,54.10886383,1713.22998,174.6000061,1176.630005,268.0299988,54.74000168,1713.22998,174.6000061,1176.630005,268.0299988,55.89500046,1728.890015,176.5299988,1196.97998,269.3500061,54.48249817,1705,173.0899963,1171.290039,262.1900024,55.76499939,1727.73999,174.8399963,1196.97998,263.6099854,138449200,3301100,16151700,1615100,7659100
2019/10/3,54.5684967,1724.420044,179.3800049,1187.829956,268.1499939,55.20500183,1724.420044,179.3800049,1187.829956,268.1499939,55.24000168,1725,179.8399963,1189.060059,268.8399963,53.78250122,1685.060059,173.6300049,1162.430054,257.0100098,54.60749817,1713,175.5700073,1180,267.7799988,114426000,3468200,16086300,1621200,8951000
2019/10/4,56.09815598,1739.650024,180.4499969,1209,272.7900085,56.75249863,1739.650024,180.4499969,1209,272.7900085,56.87250137,1740.579956,180.9799957,1211.439941,275.480011,55.97249985,1719.22998,178.1000061,1189.170044,266.4700012,56.40999985,1726.02002,179.5500031,1191.890015,268.2000122,138478800,2471900,10430200,1162400,9890400
2019/10/7,56.11051559,1732.660034,179.6799927,1207.680054,274.4599915,56.76499939,1732.660034,179.6799927,1207.680054,274.4599915,57.48249817,1747.829956,181.1799927,1218.203979,276.6799927,56.45999908,1723.699951,178.0899963,1203.75,271.2799988,56.56750107,1731.630005,180,1204.400024,271.9899902,122306000,2154700,9178300,842900,6525600
2019/10/8,55.45317841,1705.51001,177.75,1189.130005,270.7200012,56.09999847,1705.51001,177.75,1189.130005,270.7200012,57.01499939,1727,180.3699951,1206.079956,275.5299988,56.08250046,1705,177.7200012,1189.01001,270.6400146,56.45500183,1722.48999,178.2599945,1197.589966,273.0299988,111820000,2542000,9466900,1039300,6276400
2019/10/9,56.10309982,1721.98999,179.8500061,1202.310059,267.5299988,56.75749969,1721.98999,179.8500061,1202.310059,267.5299988,56.94749832,1729.949951,180.7200012,1208.349976,271,56.40999985,1714.359985,177.9400024,1197.630005,264.5700073,56.75749969,1719.609985,179.1600037,1199.349976,270.019989,74770400,2043500,7556900,867700,6794400
2019/10/10,56.85928345,1720.26001,180.0299988,1208.670044,280.480011,57.52249908,1720.26001,180.0299988,1208.670044,280.480011,57.61000061,1738.290039,181.6100006,1215,280.5299988,56.82500076,1713.75,179.1699982,1197.339966,265.0299988,56.98249817,1725.23999,180.3200073,1198.579956,265.9700012,113013600,2575200,8605000,846600,10809100
2019/10/11,58.37164307,1731.920044,184.1900024,1215.449951,282.9299927,59.05250168,1731.920044,184.1900024,1215.449951,282.9299927,59.40999985,1745.449951,186.4900055,1228.390015,287.8699951,58.07749939,1729.859985,182.1399994,1213.73999,282.3399963,58.23749924,1742.920044,182.1499939,1222.209961,284.7999878,166795600,3255000,14930500,1272700,8786100
2019/10/14,58.28762054,1736.430054,183.2799988,1217.140015,285.5299988,58.96749878,1736.430054,183.2799988,1217.140015,285.5299988,59.53250122,1741.890015,184.6199951,1226.329956,286.9299927,58.66749954,1722,182.5700073,1211.76001,282,58.72499847,1728.910034,184.1999969,1212.339966,283.9299927,96427600,1910200,7006000,867500,5513200
2019/10/15,58.15171051,1767.380005,188.8899994,1243.01001,284.25,58.83000183,1767.380005,188.8899994,1243.01001,284.25,59.41249847,1776.449951,190.3800049,1247.329956,285.8699951,58.72000122,1740.619995,183.6600037,1220.400024,279.3999939,59.09749985,1742.140015,183.8000031,1220.400024,283.8200073,87360000,3111700,15039100,1381700,7685600
2019/10/16,57.91694641,1777.430054,189.5500031,1243.640015,286.2799988,58.59249878,1777.430054,189.5500031,1243.640015,286.2799988,58.81000137,1786.23999,189.6999969,1254.73999,288.1700134,58.29999924,1770.52002,186.8999939,1238.449951,280.7399902,58.34249878,1773.329956,188.3200073,1241.170044,283.1199951,73903200,2763400,10516900,1094600,16175900
2019/10/17,58.141819,1787.47998,190.3899994,1253.069946,293.3500061,58.81999969,1787.47998,190.3899994,1253.069946,293.3500061,59.03749847,1798.849976,190.8399963,1263.324951,308.75,58.38000107,1782.02002,188.7700043,1249.939941,288.2999878,58.77249908,1796.48999,190.3000031,1250.930054,304.4899902,67585200,2647400,9603000,952400,38258900
2019/10/18,58.42106628,1757.51001,185.8500061,1245.48999,275.2999878,59.10250092,1757.51001,185.8500061,1245.48999,275.2999878,59.39500046,1793.97998,191.4900055,1258.890015,290.8999939,58.57249832,1749.199951,183.9199982,1241.079956,273.3599854,58.64749908,1787.800049,190.2299957,1253.459961,289.3599854,97433600,3362500,16874200,1352800,23429900
2019/10/21,59.43424606,1785.660034,189.7599945,1246.150024,278.0499878,60.12749863,1785.660034,189.7599945,1246.150024,278.0499878,60.24750137,1785.880005,189.9100037,1254.629028,279.9400024,59.33000183,1765,186.75,1240.599976,269,59.38000107,1769.660034,187.0399933,1252.26001,272.8900146,87247200,2130400,8122600,1027200,12599200
2019/10/22,59.29833603,1765.72998,182.3399963,1242.800049,266.6900024,59.99000168,1765.72998,182.3399963,1242.800049,266.6900024,60.54999924,1789.780029,190.6499939,1250.599976,275.4100037,59.90499878,1762,181.5,1241.380005,265.7999878,60.29000092,1788.150024,190,1247.849976,271.1600037,82293600,2111700,19537600,1023800,11802400
2019/10/23,60.09404755,1762.170044,186.1499939,1259.130005,271.269989,60.79499817,1762.170044,186.1499939,1259.130005,271.269989,60.81000137,1770.050049,186.3800049,1259.890015,273.9200134,60.30500031,1742,182,1242.359985,266.6300049,60.52500153,1761.300049,182.0099945,1242.359985,268.0599976,75828800,2138200,12300400,911500,7133500
2019/10/24,60.19289398,1780.780029,186.3800049,1260.98999,271.5,60.89500046,1780.780029,186.3800049,1260.98999,271.5,61.20000076,1788.339966,186.7299957,1264,274.019989,60.45249939,1760.27002,182.8000031,1253.714966,268.7999878,61.12749863,1771.089966,184.6199951,1260.900024,271.8099976,69275200,4446100,11413500,1028100,4827400
2019/10/25,60.93425369,1761.329956,187.8899994,1265.130005,276.8200073,61.64500046,1761.329956,187.8899994,1265.130005,276.8200073,61.68249893,1764.209961,189,1269.599976,277.769989,60.72000122,1695,185.0899963,1250.01001,270.1799927,60.79000092,1697.550049,185.8300018,1251.030029,270.6799927,73477200,9626400,8061200,1213100,4747800
2019/10/28,61.54462814,1777.079956,189.3999939,1290,281.8599854,62.26250076,1777.079956,189.3999939,1290,281.8599854,62.3125,1778.699951,189.5299988,1299.310059,285.75,61.68000031,1742.5,185.0800018,1272.540039,277.3500061,61.85499954,1748.060059,187.1999969,1275.449951,278.0499878,96572800,3708900,13657900,2613200,6248400
2019/10/29,60.12123108,1762.709961,189.3099976,1262.619995,281.2099915,60.82249832,1762.709961,189.3099976,1262.619995,281.2099915,62.4375,1777,192.5299988,1281.589966,284.4100037,60.64250183,1755.810059,188.4700012,1257.212036,277.5499878,62.24250031,1774.810059,191.6900024,1276.22998,281.8699951,142839600,2276900,13574900,1886400,4356200
2019/10/30,60.11381531,1779.98999,188.25,1261.290039,291.4500122,60.81499863,1779.98999,188.25,1261.290039,291.4500122,61.32500076,1782.380005,190.4499969,1269.359985,293.4899902,60.30250168,1759.119995,185.9799957,1252,283,61.18999863,1760.23999,189.5599976,1252.969971,284.3399963,124522000,2449400,28734600,1408900,9345600
2019/10/31,61.47296143,1776.660034,191.6499939,1260.109985,287.4100037,62.18999863,1776.660034,191.6499939,1260.109985,287.4100037,62.29249954,1792,198.0899963,1267.670044,291.4500122,59.31499863,1771.47998,188.25,1250.843018,284.7799988,61.81000137,1775.98999,196.6999969,1261.280029,291,139162000,2781200,42286500,1455700,5090000
2019/11/1,63.21761703,1791.439941,193.6199951,1273.73999,286.8099976,63.95500183,1791.439941,193.6199951,1273.73999,286.8099976,63.98249817,1797.449951,194.1100006,1274.619995,289.1199951,62.29000092,1785.209961,189.9100037,1260.5,283.019989,62.38499832,1788.01001,192.8500061,1265,288.7000122,151125200,2790400,21711800,1670100,5594300
2019/11/4,63.63276672,1804.660034,194.7200012,1291.369995,292.8599854,64.375,1804.660034,194.7200012,1291.369995,292.8599854,64.46250153,1815.060059,197.3699951,1294.130005,295.3900146,63.84500122,1801.01001,193.8099976,1276.35498,287.1600037,64.33249664,1801.01001,194.5500031,1276.449951,288,103272000,2771900,16371300,1501000,5566200
2019/11/5,63.54134369,1801.709961,194.3200073,1292.030029,288.0299988,64.28250122,1801.709961,194.3200073,1292.030029,288.0299988,64.54750061,1810.25,195.75,1298.930054,291.1900024,64.08000183,1794,193.6000061,1291.229004,286.3099976,64.26249695,1809.160034,195.3699951,1292.890015,289.9899902,79897600,1885500,9942000,1282700,4062400
2019/11/6,63.56851959,1795.77002,191.5500031,1291.800049,288.5899963,64.30999756,1795.77002,191.5500031,1291.800049,288.5899963,64.37249756,1802.5,194.3699951,1293.72998,290.5599976,63.84249878,1788.579956,191.3500061,1282.5,285.8399963,64.19249725,1801,194.0299988,1289.459961,288.1900024,75864400,2029800,10973000,1153000,3438300
2019/11/7,64.30218506,1788.199951,190.4199982,1308.859985,289.5700073,64.85749817,1788.199951,190.4199982,1308.859985,289.5700073,65.08750153,1805.900024,193.4400024,1323.73999,298.1900024,64.52749634,1783.47998,189.4700012,1294.244995,288.269989,64.68499756,1803.76001,191.9100037,1294.280029,290.7000122,94940400,2651100,13473000,2030000,5928500
2019/11/8,64.47816467,1785.880005,190.8399963,1311.369995,291.5700073,65.03500366,1785.880005,190.8399963,1311.369995,291.5700073,65.11000061,1789.880005,192.3399963,1318,293.9899902,64.21250153,1774.040039,189.6999969,1304.36499,287.5100098,64.67250061,1787.890015,190,1305.280029,288.730011,69986400,2123300,10760800,1251400,4509000
2019/11/11,64.98876953,1771.650024,189.6100006,1299.189941,294.1799927,65.55000305,1771.650024,189.6100006,1299.189941,294.1799927,65.61750031,1780,190.0800018,1306.425049,296.3599854,64.56999969,1767.130005,188.5399933,1297.410034,288.5,64.57499695,1778,189.9299927,1303.180054,289.1600037,81821200,1946000,8631200,1011900,3944300
2019/11/12,64.92926788,1778,194.4700012,1298.800049,292.0100098,65.48999786,1778,194.4700012,1298.800049,292.0100098,65.69750214,1786.219971,195.0599976,1310,295.3500061,65.23000336,1771.910034,189.7400055,1295.77002,288.7000122,65.38749695,1774.660034,190,1300,295.3200073,87388800,2037600,17615500,1085900,5772800
2019/11/13,65.55139923,1753.109985,193.1900024,1298,283.1099854,66.11750031,1753.109985,193.1900024,1298,283.1099854,66.19499969,1775,195.6999969,1304.300049,293.4100037,65.26750183,1747.319946,192.7400055,1293.51001,281.1400146,65.28250122,1773.390015,194.6999969,1294.069946,291.0299988,102734400,2989500,10860700,826700,9158900
2019/11/14,65.09781647,1754.599976,193.1499939,1311.459961,289.6199951,65.66000366,1754.599976,193.1499939,1311.459961,289.6199951,66.22000122,1766.589966,194.0299988,1317,290.6300049,65.52500153,1749.560059,191.4499969,1295.650024,283.2200012,65.9375,1751.430054,192.9299927,1297.5,283.25,89182800,2264800,9040500,1193500,6529000
2019/11/15,65.87113953,1739.48999,195.1000061,1334.869995,295.0299988,66.44000244,1739.48999,195.1000061,1334.869995,295.0299988,66.44499969,1761.680054,195.3000031,1334.880005,295.8200073,65.75250244,1732.859985,193.3800049,1314.280029,287.5700073,65.91999817,1760.050049,194.2599945,1318.939941,290.5899963,100206400,3927600,11524300,1782600,6333800
2019/11/18,66.20326996,1752.530029,197.3999939,1320.699951,302.5700073,66.77500153,1752.530029,197.3999939,1320.699951,302.5700073,66.85749817,1753.699951,198.6300049,1335.529053,304.9899902,66.05750275,1722.709961,193.0500031,1317.5,293.2799988,66.44999695,1738.300049,194.5599976,1332.219971,296,86703200,2839500,16167200,1487400,8616600
2019/11/19,66.00250244,1752.790039,199.3200073,1315.459961,302.6000061,66.57250214,1752.790039,199.3200073,1315.459961,302.6000061,67,1760.680054,200,1327.699951,305.6700134,66.34750366,1743.030029,196.8600006,1312.800049,298.519989,66.97499847,1756.98999,197.3999939,1327.699951,304.0100098,76167200,2270800,19056800,1269200,5918000
2019/11/20,65.23414612,1745.530029,197.5099945,1303.050049,305.1600037,65.79750061,1745.530029,197.5099945,1303.050049,305.1600037,66.51999664,1762.52002,199.5899963,1315,308.25,65.09999847,1734.119995,195.4299927,1291.150024,301,66.38500214,1749.140015,198.5800018,1311.73999,301.0100098,106234400,2790000,12355400,1308600,5111800
2019/11/21,64.94166565,1734.709961,197.9299927,1301.349976,311.6900024,65.50250244,1734.709961,197.9299927,1301.349976,311.6900024,66.00250244,1746.869995,199.0899963,1312.589966,312.6900024,65.29499817,1730.359985,196.8600006,1293,304.2600098,65.92250061,1743,197.4199982,1301.47998,306,121395200,2662900,12131000,995500,7488400
2019/11/22,64.88465118,1745.719971,198.8200073,1295.339966,310.480011,65.44499969,1745.719971,198.8200073,1295.339966,310.480011,65.79499817,1746.430054,199.3000031,1308.72998,311.3999939,65.20999908,1731,197.6199951,1291.410034,304.4100037,65.64749908,1739.02002,198.3800049,1305.619995,309.1000061,65325200,2479100,9959800,1385700,5970100
2019/11/25,66.02232361,1773.839966,199.7899933,1306.689941,315.5499878,66.59249878,1773.839966,199.7899933,1306.689941,315.5499878,66.61000061,1777.420044,200.9700012,1311.310059,315.730011,65.62999725,1753.23999,199.25,1298.130005,305.25,65.67749786,1753.25,199.5200043,1299.180054,308.8299866,84020400,3486200,15272300,1036200,7873900
2019/11/26,65.50679016,1796.939941,198.9700012,1313.550049,312.4899902,66.07250214,1796.939941,198.9700012,1313.550049,312.4899902,66.79000092,1797.030029,200.1499939,1314.800049,316.5,65.625,1778.349976,198.0399933,1305.089966,311.6900024,66.73500061,1779.920044,200,1309.859985,315,105207600,3181200,11735500,1069700,5321000
2019/11/27,66.3866806,1818.51001,202,1312.98999,315.9299927,66.95999908,1818.51001,202,1312.98999,315.9299927,66.99500275,1824.5,203.1399994,1318.359985,316.8200073,66.32749939,1797.310059,199.4199982,1309.630005,312.75,66.39499664,1801,199.8999939,1315,313.9299927,65235600,3025600,12736600,995600,4096900
2019/11/29,66.240448,1800.800049,201.6399994,1304.959961,314.6600037,66.8125,1800.800049,201.6399994,1304.959961,314.6600037,67,1824.689941,203.8000031,1310.204956,316.6199951,66.47499847,1800.790039,201.2100067,1303.969971,313.3399963,66.65000153,1817.780029,201.6000061,1307.119995,315.7799988,46617600,1923400,7985200,587000,2411700
2019/12/2,65.4745636,1781.599976,199.6999969,1289.920044,309.9899902,66.04000092,1781.599976,199.6999969,1289.920044,309.9899902,67.0625,1805.550049,202.1799927,1305.829956,314.3900146,65.86250305,1762.680054,198.0500031,1281,303.75,66.81749725,1804.400024,202.1300049,1301,314.3900146,94487200,3925600,11503400,1510900,6218800
2019/12/3,64.30715179,1769.959961,198.8200073,1295.280029,306.1600037,64.86250305,1769.959961,198.8200073,1295.280029,306.1600037,64.88249969,1772.869995,198.9299927,1298.46106,307.3599854,64.07250214,1747.22998,195.0800018,1279,301.8800049,64.57749939,1760,197.6000061,1279.569946,302.2200012,114430400,3380900,11595300,1143800,4992800
2019/12/4,64.8747406,1760.689941,198.7100067,1320.540039,304.3200073,65.43499756,1760.689941,198.7100067,1320.540039,304.3200073,65.82749939,1789.089966,200.0299988,1325.800049,308.4299927,65.16999817,1760.219971,198.0500031,1304.869995,303.269989,65.26750183,1774.01001,200,1307.01001,308.4299927,67181600,2670100,8456300,1537500,3512100
2019/12/5,65.82652283,1740.47998,199.3600006,1328.130005,302.8599854,66.39499664,1740.47998,199.3600006,1328.130005,302.8599854,66.47250366,1763.5,201.2899933,1329.358032,306.480011,65.68250275,1740,198.2100067,1316.439941,298.8099976,65.94750214,1763.5,199.8600006,1328,305.269989,74424400,2823800,9740400,1212700,4615500
2019/12/6,67.09803009,1751.599976,201.0500031,1340.619995,307.3500061,67.67749786,1751.599976,201.0500031,1340.619995,307.3500061,67.75,1754.400024,201.5700073,1344,307.8500061,66.82499695,1740.130005,200.0599976,1333.439941,302.6000061,66.87000275,1751.199951,200.5,1333.439941,304.7000122,106075600,3117400,12270600,1314800,4457800
2019/12/9,66.15865326,1749.51001,201.3399963,1343.560059,302.5,66.73000336,1749.51001,201.3399963,1343.560059,302.5,67.69999695,1766.890015,203.1399994,1359.449951,311.4899902,66.22750092,1745.609985,200.2100067,1337.839966,302.4400024,67.5,1750.660034,200.6499939,1338.040039,307.3500061,128042400,2442800,11954800,1354300,5748400
2019/12/10,66.5453186,1739.209961,200.8699951,1344.660034,293.1199951,67.12000275,1739.209961,200.8699951,1344.660034,293.1199951,67.51750183,1750.670044,202.0500031,1349.974976,298.9400024,66.46499634,1735,200.1499939,1336.040039,292.019989,67.15000153,1747.400024,201.6600037,1341.5,296.1199951,90420400,2514300,9475700,1094100,10476100
