Date,AMD,CSCO,INTC,INTU,NVDA
2018/9/26,32.189999,43.664764,41.822475,216.855499,66.225426
2018/9/27,32.59,43.592609,41.987206,217.480179,66.344528
2018/9/28,30.889999,43.881241,43.277573,221.950424,69.723785
2018/10/1,31.42,44.079674,42.508839,222.262756,71.793022
2018/10/2,29.02,44.205948,44.018837,222.165146,71.078468
2018/10/3,28.43,44.323212,44.622837,225.776443,71.14048
2018/10/4,27.780001,43.932739,44.046299,219.285828,69.294548
2018/10/5,27.35,43.705719,43.039631,216.982407,66.954872
2018/10/8,26.459999,43.151787,43.039631,212.13147,65.940117
2018/10/9,27.24,43.12455,42.600353,215.838715,65.883057
2018/10/10,25,41.43552,40.998837,199.973114,60.958069
2018/10/11,25.299999,40.064327,40.4772,196.305054,58.338024
2018/10/12,26.34,41.508175,41.072052,207.191833,61.168957
2018/10/15,26.26,40.563766,40.751743,204.218277,58.400055
2018/10/16,28.18,41.608067,42.04211,210.224121,60.992805
2018/10/17,27.299999,41.717026,41.996346,214.048691,60.305534
2018/10/18,26.620001,41.281155,41.154419,208.033066,59.42971
2018/10/19,23.66,41.17218,40.26672,206.487564,56.859291
2018/10/22,25.030001,41.55357,41.191017,208.610168,57.367924
2018/10/23,25.09,41.244831,40.724289,204.30629,54.84713
2018/10/24,22.790001,40.018925,38.82077,197.02887,49.475552
2018/10/25,19.27,41.29023,40.550415,203.122757,51.567116
2018/10/26,17.629999,40.182377,41.81332,197.605988,49.197666
2018/10/29,16.85,39.81007,41.547932,196.285461,46.054111
2018/10/30,17.200001,40.48204,43.707687,198.368912,50.366268
2018/10/31,18.209999,41.544498,42.902359,206.38974,52.308968
2018/11/1,20.219999,41.453693,44.128662,207.720047,54.1152
2018/11/2,20.23,41.299313,43.112846,208.326492,53.323734
2018/11/5,19.9,41.898647,43.899868,209.754578,52.542183
2018/11/6,20.68,42.225555,43.513092,209.030746,52.366028
2018/11/7,21.84,43.496861,44.866825,217.032043,53.043362
2018/11/8,21.200001,43.987217,45.115475,218.36232,51.108112
2018/11/9,21.030001,42.77948,44.305073,217.31572,51.028721
2018/11/12,19.030001,41.426449,42.960541,208.218872,47.026707
2018/11/13,19.610001,40.972401,43.642021,208.189575,49.450741
2018/11/14,20.809999,40.255028,43.365742,204.805161,48.924747
2018/11/15,21.49,42.47073,44.305073,209.852417,50.214916
2018/11/16,20.66,42.089333,44.968128,206.82016,40.796673
2018/11/19,19.110001,41.544498,44.203777,194.886719,35.90147
2018/11/20,19.209999,40.400326,43.642021,190.915451,36.98819
2018/11/21,18.73,40.76355,43.31049,194.065033,35.903954
2018/11/23,19.379999,40.445724,42.859241,192.744568,35.975903
2018/11/26,20.08,41.381042,43.697269,197.019058,37.973194
2018/11/27,21.049999,41.880478,44.26823,194.40744,38.141899
2018/11/28,21.34,42.942936,44.995758,204.355194,39.714909
2018/11/29,21.43,42.988342,43.927502,204.619308,39.081612
2018/11/30,21.299999,43.469616,45.410172,209.842621,40.589138
2018/12/3,23.709999,44.259644,46.165314,208.854691,42.230778
2018/12/4,21.120001,42.997414,43.973549,203.112961,39.01952
2018/12/6,21.299999,43.941814,44.54451,206.927734,39.31258
2018/12/7,19.459999,42.17107,42.58297,198.036392,36.660118
2018/12/10,19.99,42.552456,43.47625,202.271759,37.715637
2018/12/11,19.98,42.761318,43.632813,201.606613,36.804157
2018/12/12,20.48,43.060982,44.047218,204.609543,36.980492
2018/12/13,19.860001,43.106384,44.470837,203.885696,36.978016
2018/12/14,19.9,41.608067,44.074848,196.539795,36.372017
2018/12/17,18.83,40.136974,43.356533,193.174957,35.659225
2018/12/18,19.5,40.009842,43.964336,193.80098,36.493717
2018/12/19,18.16,39.174412,41.965958,191.29689,34.400063
2018/12/20,17.940001,38.58416,41.93832,187.863586,33.553162
2018/12/21,16.93,38.003002,41.293694,181.750122,32.179745
2018/12/24,16.65,36.577316,40.142544,178.757004,31.561329
2018/12/26,17.9,38.566002,42.536919,188.587418,33.056442
2018/12/27,17.49,38.965561,42.693478,192.930405,32.577103
2018/12/28,17.82,38.838432,43.052628,191.570786,33.193035
2018/12/31,18.459999,39.346954,43.218399,192.54892,33.155788
2019/1/2,18.83,39.001884,43.356533,190.220963,33.831314
2019/1/3,17.049999,37.583466,40.971367,184.40094,31.787331
2019/1/4,19,39.276413,43.485466,191.717529,33.823868
2019/1/7,20.57,39.541794,43.688053,194.642151,35.614521
2019/1/8,20.75,39.862083,43.964336,199.307953,34.72789
2019/1/9,20.190001,39.642456,44.212982,198.690308,35.410877
2019/1/10,19.74,39.569248,44.719482,202.023712,36.069019
2019/1/11,20.27,39.798027,45.060223,202.111923,36.963112
2019/1/14,20.23,39.541794,44.526096,201.131546,37.362972
2019/1/15,20.379999,40.283035,44.756325,205.700241,37.221397
2019/1/16,19.73,40.228119,44.32349,205.87674,36.965588
2019/1/17,20.25,40.456909,44.636608,207.582657,37.68087
2019/1/18,20.77,41.207287,45.299648,209.68071,38.974808
2019/1/22,19.76,40.978512,44.452419,208.180695,36.948208
2019/1/23,19.799999,41.600784,44.14851,208.082642,37.077354
2019/1/24,20.85,41.738049,45.824577,208.004196,39.200809
2019/1/25,21.93,42.213917,43.319698,210.102295,39.774529
2019/1/28,20.18,41.866169,43.0158,206.915955,34.275879
2019/1/29,19.25,42.058338,42.859241,204.249222,32.683907
2019/1/30,23.09,42.744671,43.780159,209.906204,34.121899
2019/1/31,24.41,43.275429,43.393364,211.592529,35.701458
2019/2/1,24.51,43.32119,44.876041,210.249374,35.944847
2019/2/4,24.129999,43.330334,45.327286,216.582809,37.050041
2019/2/5,23.309999,43.247978,46.054802,220.092697,37.241272
2019/2/6,23.26,43.449291,46.244793,220.180939,37.998764
2019/2/7,22.67,42.735516,45.623867,216.641632,36.612923
2019/2/8,23.049999,43.183922,45.26244,220.426041,36.799198
2019/2/11,22.959999,43.540817,45.197571,221.053482,36.372017
2019/2/12,22.82,43.82449,46.346722,224.475159,37.544262
2019/2/13,22.85,43.467606,46.773037,224.112427,37.968964
2019/2/14,23.129999,44.291199,47.088127,226.259476,38.37875
2019/2/15,23.68,45.233761,47.87587,228.749756,39.076637
2019/2/19,23.950001,45.435085,47.634911,230.034073,38.902786
2019/2/20,23.950001,45.416786,47.625645,231.347839,39.377151
2019/2/21,23.92,45.215462,47.64418,230.426208,38.686714
2019/2/22,24.360001,45.856041,48.645065,246.024567,39.536098
2019/2/25,24.709999,46.478306,49.210384,242.867661,39.411926
2019/2/26,24.209999,46.835209,49.330864,244.034348,39.017033
2019/2/27,23.48,47.210396,49.340137,244.955933,38.597305
2019/2/28,23.530001,47.375111,49.080639,242.28923,38.351181
2019/3/1,23.68,47.045677,49.395737,245.504974,38.895649
2019/3/4,23.370001,46.816902,49.988857,244.122604,38.977688
2019/3/5,23.5,46.945019,49.747902,242.25,38.913052
2019/3/6,22.41,47.283604,49.071369,242.073517,37.801739
2019/3/7,22.08,46.935867,48.747013,240.622498,37.108101
2019/3/8,22.01,46.734543,48.635796,241.06369,37.451195
2019/3/11,22.959999,47.512379,49.442074,245.632416,40.061642
2019/3/12,23.49,47.722855,49.645962,245.397141,40.404732
2019/3/13,23.379999,48.1255,50.387356,248.681488,41.921272
2019/3/14,22.82,48.262772,49.525475,251.740417,41.160511
2019/3/15,23.290001,48.683716,50.350285,253.073746,42.217121
2019/3/18,23.25,48.967396,50.137127,252.671783,42.003319
2019/3/19,26,48.784382,50.202003,251.044296,43.683949
2019/3/20,25.700001,48.738617,49.877651,250.975662,43.358257
2019/3/21,27.889999,49.360901,50.637585,255.514908,45.730049
2019/3/22,26.370001,48.262772,49.358665,247.730499,44.128971
2019/3/25,25.969999,48.253616,48.913818,248.857971,43.204124
2019/3/26,25.690001,48.71117,49.525475,250.975662,43.97234
2019/3/27,24.889999,48.628807,49.265991,250.37764,43.880348
2019/3/28,25.059999,48.830139,49.219654,254.142426,44.066818
2019/3/29,25.52,49.406654,49.76643,256.28952,44.641102
2019/4/1,26.360001,50.312611,50.517097,260.544464,45.317341
2019/4/2,26.75,50.596287,50.378094,263.00531,45.496346
2019/4/3,29.02,50.907425,51.41605,263.809235,46.893559
2019/4/4,29.09,50.778503,51.823818,257.485565,46.80405
2019/4/5,28.98,50.842968,51.52726,256.573883,47.472828
2019/4/8,28.530001,51.100819,51.601402,255.652267,47.68166
2019/4/9,27.24,50.815338,51.267765,254.287064,47.052662
2019/4/10,27.83,51.404713,51.666275,254.473633,47.758732
2019/4/11,27.790001,51.202118,51.712608,254.964722,47.619507
2019/4/12,27.85,51.837536,52.287197,255.426315,47.239124
2019/4/15,27.33,52.086178,52.157448,256.231689,45.91898
2019/4/16,27.93,52.445335,52.555954,253.393173,46.791618
2019/4/17,27.49,51.855961,54.270435,251.703873,46.562901
2019/4/18,27.68,51.938839,54.205566,253.177124,46.316769
2019/4/22,28.18,51.883587,54.511391,256.929108,46.856258
2019/4/23,27.969999,52.205902,54.474319,260.946198,47.40321
2019/4/24,28.459999,52.380867,54.41872,259.335419,47.527515
2019/4/25,27.66,51.874374,53.390026,259.138977,46.468422
2019/4/26,27.879999,51.459969,48.589458,249.061783,44.275646
2019/4/29,27.690001,51.690201,47.366158,243.316025,44.583927
2019/4/30,27.629999,51.524437,47.301281,246.58667,44.999119
2019/5/1,26.809999,51.183704,47.041786,239.505173,44.867359
2019/5/2,28.290001,50.594326,46.847179,241.567734,45.543575
2019/5/3,28.219999,50.594326,47.95927,244.425873,45.498829
2019/5/6,27.42,50.272003,47.758804,244.052643,44.713211
2019/5/7,26.66,49.222179,47.06881,240.055176,43.03756
2019/5/8,27.09,49.240601,45.912598,239.77034,43.238926
2019/5/9,27.209999,48.7341,43.469643,237.000595,42.3116
2019/5/10,27.959999,49.139301,43.07803,240.271286,41.970997
2019/5/13,26.24,47.242237,41.735336,232.708466,39.392864
2019/5/14,27.32,47.905293,42.117634,236.696121,40.285393
2019/5/15,27.58,48.292068,42.537224,238.807816,39.673805
2019/5/16,28.01,51.506012,42.453308,243.139252,39.825462
2019/5/17,27.5,51.892788,41.856548,241.076645,38.915531
2019/5/20,26.68,51.579685,40.616425,239.348022,37.727165
2019/5/21,27.35,52.049351,41.455612,241.695419,38.550064
2019/5/22,27.41,51.285,41.026695,243.119568,37.839031
2019/5/23,26.360001,49.903645,41.520878,237.010422,36.625801
2019/5/24,26.440001,50.069405,41.558178,252.892319,36.086304
2019/5/28,29.049999,49.664211,40.625751,251.144012,35.633831
2019/5/29,28.09,48.973534,41.24115,245.172348,34.890469
2019/5/30,28.030001,49.332691,41.707367,243.659775,34.624157
2019/5/31,27.41,47.914501,41.064003,240.487335,33.715683
2019/6/3,27.58,47.684277,40.523186,233.828156,33.297527
2019/6/4,29.57,49.019581,41.763306,242.697281,35.592369
2019/6/5,29.5,50.41935,41.539528,247.627808,35.164261
2019/6/6,31.82,50.741657,42.052357,248.688583,35.786499
2019/6/7,32.41,51.506012,42.919518,252.882477,36.214611
2019/6/10,33.23,51.957256,43.637486,255.878143,36.943874
2019/6/11,32.41,52.592678,43.684101,252.15567,37.52132
2019/6/12,32.18,51.441551,43.189922,252.803894,36.388844
2019/6/13,31.389999,51.727028,43.544247,252.607483,36.901562
2019/6/14,30.360001,50.41935,43.06871,249.602005,36.000568
2019/6/17,29.200001,51.017941,43.012764,250.201126,36.09763
2019/6/18,30.450001,51.616524,44.168964,253.619141,38.051472
2019/6/19,30.5,51.690201,43.889233,257.970184,38.11121
2019/6/20,30.01,52.86895,44.001125,261.908783,38.355133
2019/6/21,29.1,52.519005,44.252884,256.850555,37.772705
2019/6/24,29.26,52.657135,44.411392,257.66568,37.996727
2019/6/25,28.860001,51.64415,43.684101,252.902115,37.703011
2019/6/26,29.92,52.123013,44.933552,251.929779,39.639446
2019/6/27,30.74,51.321835,44.252884,253.393173,40.62756
2019/6/28,30.370001,50.400936,44.635174,256.673706,40.876461
2019/7/1,31.200001,50.410145,44.803017,259.492615,41.359318
2019/7/2,31.24,51.395508,44.868282,261.584595,40.378658
2019/7/3,31.190001,52.340755,45.241261,265.356201,40.508087
2019/7/5,31.5,52.451958,44.830986,265.719604,39.880871
2019/7/8,32.040001,52.072006,44.588554,266.299133,39.129208
2019/7/9,33.150002,52.211014,44.523289,266.318817,39.154095
2019/7/10,33.790001,52.943123,44.952202,270.382202,39.838558
2019/7/11,33.060001,53.100651,45.315853,273.737274,41.386703
2019/7/12,33.209999,53.703018,46.54665,277.11203,41.717731
2019/7/15,34.389999,53.795685,46.733135,277.997528,41.63311
2019/7/16,33.849998,53.397205,45.847336,276.354462,41.585823
2019/7/17,33.599998,53.01725,46.052464,276.108398,42.240425
2019/7/18,33,53.508411,46.5653,278.322235,42.357399
2019/7/19,32.509998,53.156261,46.873001,274.819611,41.92432
2019/7/22,32.849998,53.499146,47.880016,276.620087,42.641151
2019/7/23,33.490002,53.480614,48.252987,277.358032,43.721367
2019/7/24,34.110001,53.035793,49.343925,276.826691,44.468067
2019/7/25,33.669998,52.470493,48.635281,277.062805,43.153881
2019/7/26,34.02,52.387089,48.103802,279.197845,43.574516
2019/7/29,33.48,52.757771,48.961632,276.816864,43.512299
2019/7/30,33.869999,52.331486,48.206375,275.114746,43.669098
2019/7/31,30.450001,51.339909,47.134075,272.841919,41.994007
2019/8/1,29.860001,51.330643,46.155033,273.481415,41.048199
2019/8/2,29.440001,49.347469,45.390438,270.214996,40.119816
2019/8/5,27.99,47.605255,43.796001,259.283966,37.531284
2019/8/6,28.860001,48.745106,44.082306,265.738312,37.919559
2019/8/7,29.190001,48.504162,43.866405,264.242767,38.30286
2019/8/8,33.919998,49.264069,44.279434,272.241791,39.390541
2019/8/9,34.189999,48.587566,43.162365,272.113922,38.375034
2019/8/12,32.43,47.762791,42.805645,268.257019,37.695553
2019/8/13,32.110001,48.856312,43.969666,274.652344,38.840477
2019/8/14,30.24,46.900948,43.059097,263.57373,37.35207
2019/8/15,29.67,42.860485,42.899517,264.114899,37.028507
2019/8/16,31.18,43.51844,43.65049,266.594238,39.714111
2019/8/19,31.48,44.945583,44.335758,269.811646,42.506741
2019/8/20,30.719999,44.417358,43.744366,268.44397,41.78244
2019/8/21,31.700001,45.195805,44.260666,271.789154,42.618744
2019/8/22,31.9,44.649033,43.913342,271.2677,42.680969
2019/8/23,29.540001,43.194103,42.204872,274.248871,40.430935
2019/8/26,30.280001,43.648178,42.768101,278.213959,41.180115
2019/8/27,30.200001,43.360909,42.984001,278.646851,40.271645
2019/8/28,30.780001,43.435047,42.984001,277.3974,40.167
2019/8/29,31.450001,43.805733,43.997822,282.316803,41.607052
2019/8/30,31.450001,43.379444,44.504734,283.713928,41.734116
2019/9/3,30.9,43.092152,44.101082,279.620941,40.901981
2019/9/4,30.950001,43.852066,45.922195,281.696899,42.045544
2019/9/5,31.5,44.871445,47.029884,287.600281,44.781155
2019/9/6,30.559999,45.260662,47.799633,283.162872,44.509583
2019/9/9,30.5,45.019722,48.428585,271.454681,44.970497
2019/9/10,30.23,45.603546,48.644485,263.249115,45.638199
2019/9/11,29.76,46.363449,49.555046,261.842102,45.924717
2019/9/12,30.209999,46.270786,49.761562,263.927948,45.909771
2019/9/13,30.690001,46.363449,49.320362,260.946777,45.329269
2019/9/16,30.83,46.298584,49.001205,261.537079,44.898254
2019/9/17,30.99,45.788898,48.766521,264.213226,45.112518
2019/9/18,30.42,45.724022,48.569393,263.947632,44.840939
2019/9/19,30.290001,45.585014,48.409801,265.669403,44.083553
2019/9/20,30.049999,45.964962,47.611897,264.842926,43.024685
2019/9/23,30.639999,45.798161,47.780869,264.665833,43.560341
2019/9/24,29.52,45.520145,46.767048,260.582703,42.984818
2019/9/25,29.540001,45.974239,47.893509,262.137238,44.404942
2019/9/26,29.469999,45.251404,47.799633,265.374268,44.183205
2019/9/27,28.719999,45.260662,47.668217,258.949432,42.79298
2019/9/30,28.99,45.788898,48.372253,261.655182,43.368507
2019/10/1,28.76,44.241287,47.649437,260.041595,43.351063
2019/10/2,28.309999,43.147758,46.363396,256.253632,43.111885
2019/10/3,28.68,43.941429,46.96418,258.762512,45.172306
2019/10/4,29.01,44.370949,47.799633,262.786621,45.336739
2019/10/7,28.93,44.604385,47.518021,262.461914,45.924717
2019/10/8,28.23,43.31583,46.682564,256.784882,44.155792
2019/10/9,28.459999,43.736012,47.386604,260.274933,45.022823
2019/10/10,28.379999,43.09174,47.977997,263.755127,45.60083
2019/10/11,29.75,43.474564,48.897942,266.259338,46.338303
2019/10/14,30.530001,42.998356,48.475513,265.26355,46.472843
2019/10/15,30.719999,43.287823,49.423626,269.6409,48.924412
2019/10/16,30.809999,43.689327,49.235878,265.352264,48.386265
2019/10/17,31.139999,43.913422,48.682037,262.769226,48.406193
2019/10/18,30.969999,43.614624,48.212677,258.766541,47.45945
2019/10/21,32.029999,44.249561,48.935486,258.500336,48.834717
2019/10/22,31.51,44.398956,48.822842,249.755478,48.735062
2019/10/23,31.360001,43.932091,48.55061,252.358246,48.605511
2019/10/24,31.719999,43.334499,49.029366,255.246918,49.046494
2019/10/25,32.709999,43.792038,53.000145,254.034271,50.959919
2019/10/28,33.689999,44.044144,53.281769,254.960953,51.5205
2019/10/29,33.029999,44.109509,52.887505,254.842712,50.556309
2019/10/30,33.130001,44.408298,53.131561,256.617279,50.576241
2019/10/31,33.93,44.361607,53.065868,253.866623,50.082935
2019/11/1,34.889999,43.913422,53.047085,252.861069,50.474091
2019/11/4,36.290001,44.333603,54.079674,250.475189,52.44482
2019/11/5,36.150002,44.595039,54.023354,249.587906,52.223076
2019/11/6,35.93,45.071251,54.367874,249.844238,51.729774
2019/11/7,36.279999,45.211304,54.792622,255.690628,51.906666
2019/11/8,36.290001,45.594143,55.000275,253.225815,51.767155
2019/11/11,36.310001,44.91251,55.075787,254.389206,51.86681
2019/11/12,36.709999,45.164623,54.934208,256.311707,52.223076
2019/11/13,37.52,45.248657,54.641602,258.056732,51.963974
2019/11/14,38.349998,41.933907,54.56609,261.043945,52.267929
2019/11/15,38.560001,42.101974,54.707672,262.29599,50.872726
2019/11/18,39.880001,42.158005,54.981403,264.612885,52.888298
2019/11/19,41.290001,42.456802,55.075787,268.418427,51.819469
2019/11/20,40.98,42.092648,54.651039,269.621216,52.614243
2019/11/21,39.52,41.868542,54.953087,267.324036,52.365093
2019/11/22,39.150002,41.87788,54.377312,256.144043,52.541985
2019/11/25,39.790001,42.438122,55.509983,253.442734,55.113155
2019/11/26,38.990002,42.3074,55.594925,262.128387,54.064262
2019/11/27,39.41,42.242043,55.226807,258.45105,54.413315
2019/11/29,39.150002,42.3074,54.792622,255.237045,54.03933
2019/12/2,38.73,41.737827,54.424503,252.930038,52.171856
2019/12/3,38.900002,41.345654,52.923733,250.10054,51.775429
2019/12/4,39.689999,40.981503,52.876534,250.662521,52.214245
2019/12/5,39.619999,40.636024,52.933163,250.199127,52.044697
2019/12/6,39.630001,40.934818,53.622204,252.565277,52.899895
2019/12/9,38.93,40.990845,53.357922,252.161087,52.899895
2019/12/10,39.439999,41.177582,53.414547,248.759766,53.351181
2019/12/11,39.470001,41.345654,53.867611,248.345673,54.188923
2019/12/12,42.59,42.643543,54.320679,249.183701,55.866901
2019/12/13,41.150002,42.298058,54.547218,255.976486,55.846954
2019/12/16,42.349998,42.933002,54.462261,259.781982,56.136173
2019/12/17,42.77,43.362518,54.084717,256.725739,56.919064
2019/12/18,42.299999,43.549263,53.961998,259.486267,57.223236
2019/12/19,42.830002,44.707092,54.707672,260.324249,58.706738
2019/12/20,44.150002,44.305592,55.64212,263.331238,59.681618
2019/12/23,45.459999,44.91251,55.906414,262.522766,59.544483
2019/12/24,46.540001,44.61372,56.076309,260.600281,59.494621
2019/12/26,46.630001,44.679077,56.463295,263.104462,59.63673
2019/12/27,46.18,44.604385,56.708714,263.291779,59.058292
2019/12/30,45.52,44.43631,56.274521,259.131317,57.923855
2019/12/31,45.860001,44.781792,56.491611,258.234161,58.666851
2020/1/2,49.099998,45.543667,57.426067,262.40448,59.81625
2020/1/3,48.599998,44.800602,56.727596,260.649567,58.858829
2020/1/6,48.389999,44.96051,56.567127,262.65094,59.105663
2020/1/7,48.25,44.668919,55.623249,262.710083,59.821236
2020/1/8,47.830002,44.697132,55.660999,269.029694,59.93343
2020/1/9,48.970001,44.509014,55.972477,271.548553,60.591663
2020/1/10,48.169998,44.330307,55.632679,271.894257,60.915787
2020/1/13,48.75,45.120407,56.246208,272.674622,62.825634
2020/1/14,48.209999,44.951099,56.095184,269.355591,61.653797
2020/1/15,48.549999,45.158031,55.632679,269.671753,61.227451
2020/1/16,49.77,46.136246,56.312279,273.494507,62.065186
2020/1/17,50.93,46.108032,56.255646,279.401611,62.152454
2020/1/21,51.049999,45.9011,57.15234,281.535339,61.818348
2020/1/22,51.43,46.155056,59.210011,286.741058,62.359398
2020/1/23,51.709999,46.089218,59.766907,285.061737,63.045044
2020/1/24,50.349998,45.948128,64.627914,284.567841,62.451649
2020/1/27,49.259998,44.650105,62.003922,280.300568,59.888557
2020/1/28,50.529999,44.932289,63.533012,284.646881,61.825836
2020/1/29,47.509998,44.255054,62.607998,282.434204,61.219963
2020/1/30,48.779999,44.433769,62.74015,283.135529,61.287285
2020/1/31,47,43.23922,60.342674,276.961761,58.948582
2020/2/3,48.02,43.765945,60.80518,279.352264,59.920963
2020/2/4,49.450001,44.791199,61.786819,287.37326,61.616402
2020/2/5,49.84,45.571896,63.561325,286.276764,62.521458
2020/2/6,49.32,45.79763,63.637207,290.623138,63.391613
2020/2/7,49.73,45.120407,62.62228,291.117004,62.728401
2020/2/10,52.259998,45.966938,62.97324,294.110046,65.565765
2020/2/11,53.799999,46.211494,63.940746,293.300079,66.79245
2020/2/12,53.889999,46.963978,63.988174,295.009033,67.95182
2020/2/13,54.529999,44.509014,63.969204,294.208862,67.513008
2020/2/14,55.310001,44.17981,63.807941,300.580261,72.252739
2020/2/18,56.889999,43.82238,62.736099,299.869019,73.943169
2020/2/19,58.900002,43.540207,63.656197,301.884125,78.463486
2020/2/20,57.27,44.066936,62.081608,297.567383,76.967522
2020/2/21,53.279999,43.549606,61.028736,293.942108,73.319855
2020/2/24,49.119999,41.386238,58.581524,282.937958,68.136314
2020/2/25,47.57,40.201088,56.655991,281.327789,65.336357
2020/2/26,47.490002,39.655537,56.58012,276.675262,66.732605
2020/2/27,44.009998,37.661484,52.956707,265.493256,63.017891
2020/2/28,45.48,37.558018,52.662663,262.608887,67.376259
2020/3/2,47.459999,38.72435,55.185764,277.751984,68.962929
2020/3/3,46.75,37.661484,53.089504,264.969696,66.333443
2020/3/4,50.110001,38.931278,55.660034,282.068695,70.978714
2020/3/5,48.110001,37.219398,54.028545,283.678802,68.179565
2020/3/6,48.59,37.322865,52.899799,272.812958,66.370857
2020/3/9,43.27,35.70504,48.233002,256.86972,61.231632
2020/3/10,45.380001,37.699104,51.201923,266.372437,65.133453
2020/3/11,45.700001,34.849091,49.001316,257.936523,61.488594
2020/3/12,39.009998,31.227797,43.196285,235.039154,53.964375
2020/3/13,43.900002,35.404037,51.628757,258.065002,60.084038
2020/3/16,38.709999,31.707502,42.314148,220.706039,48.997284
2020/3/17,41.880001,33.391171,47.502632,236.254181,54.203876
2020/3/18,39.119999,34.914936,45.159748,222.326065,50.598927
2020/3/19,39.82,35.469883,43.575699,213.257965,53.131119
2020/3/20,39.610001,33.485229,43.471367,199.379272,51.329891
2020/3/23,41.639999,32.544628,47.02837,192.346069,53.061264
2020/3/24,46.220001,36.307018,49.703232,230.969391,62.164677
2020/3/25,44.630001,35.432262,48.62191,229.744492,61.276543
2020/3/26,47.5,38.169403,52.681633,245.361771,64.175461
2020/3/27,46.580002,36.513947,49.674778,226.889725,63.050323
2020/3/30,47.860001,37.924843,52.634205,235.147827,66.258606
2020/3/31,45.48,36.974842,51.334709,227.195969,65.762138
2020/4/1,43.66,36.053059,49.209999,215.4608,60.640377
2020/4/2,44.490002,37.790665,51.552876,222.474213,63.733887
2020/4/3,42.59,37.088028,51.344193,215.727493,60.849934
2020/4/6,47.52,39.338375,55.422897,237.192551,66.959633
2020/4/7,47.560001,38.588261,55.394451,236.83696,64.622025
2020/4/8,48.790001,39.632729,55.944595,242.931747,66.5979
2020/4/9,48.380001,39.119991,54.199295,249.564362,65.599976
2020/4/13,50.939999,39.138977,55.679008,247.574554,67.321373
2020/4/14,54.93,40.62022,57.538136,258.69162,70.838997
2020/4/15,54.990002,39.423836,55.84026,249.425751,70.063118
2020/4/16,56.950001,39.404842,57.661446,254.850647,73.520882
2020/4/17,56.599998,40.335369,57.253578,262.690979,72.927109
2020/4/20,56.970001,40.392342,56.1343,261.344635,71.612373
2020/4/21,52.919998,38.502804,53.459431,246.644012,67.236549
2020/4/22,55.919998,39.651707,57.006958,261.196198,71.387848
2020/4/23,55.900002,39.518787,56.001507,255.464386,70.853973
2020/4/24,56.18,40.373348,56.210186,261.008087,72.246048
2020/4/27,56.490002,40.886086,56.409382,269.095886,74.114632
2020/4/28,55.509998,40.344868,55.726429,263.631439,72.687622
2020/4/29,53.66,41.151947,58.619469,270.679779,74.4589
2020/4/30,52.389999,40.240417,56.893131,267.096191,72.917145
2020/5/1,49.880001,38.854126,54.512314,258.50354,70.547119
2020/5/4,52.560001,39.262421,55.005547,265.08667,72.670151
2020/5/5,52.189999,39.366863,55.726429,271.719299,73.28138
2020/5/6,52.16,39.072514,56.451385,273.095245,74.291756
2020/5/7,51.950001,39.281406,56.441845,277.975616,76.05806
2020/5/8,53.189999,40.819622,56.918797,277.540131,77.961578
2020/5/11,55.740002,41.132965,57.35759,284.944855,80.486259
2020/5/12,53.759998,41.03801,55.697815,278.846832,77.861778
2020/5/13,52.18,39.832127,55.077785,274.372284,77.637245
2020/5/14,54.509998,41.636204,56.356007,277.451019,80.137001
2020/5/15,54.200001,42.034996,55.592888,281.529572,84.729881
2020/5/18,54.59,42.785114,57.157272,287.449402,87.319443
2020/5/19,55.470001,42.357834,57.510216,283.865845,87.870789
2020/5/20,56.389999,43.145931,60.190647,287.568207,89.512344
2020/5/21,54.650002,42.386314,59.122288,287.08313,87.568932
2020/5/22,55.169998,42.633194,59.389378,284.717163,90.073662
2020/5/26,53.189999,42.576221,59.465691,279.361633,86.995132
2020/5/27,52.740002,43.639675,60.629444,278.381531,85.074165
